team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
CD Popular Junior FC SA,Junior,2014,Colombia,42,21,21,0,18,14,4,10,2,8,14,5,9,1.52,2.1,0.95,12,2,10,5,44,41,3,85,41,44,26,18,15,26,11,-8,86,73,105,92,127,73,16,10,6,15,7,8,17,5,12,15,11,4,179,102,77,123,53,70,50,55,45,384,213,171,183,99,84,201,114,87,575,282,293,13,7,6,12,7,5,1,0,1,9,5,4,25,11,14,8,5,3,1.24,1.24,1.24,2.02,1.95,2.1,1.05,1.24,0.86,0.98,0.71,1.24,0.6,0.67,0.52,0.31,0.33,0.29,0.29,0.33,0.24,36,19,14,8,4,3,20,9,6,3,1,1,16,10,8,5,3,2,6,23,28,34,38,39,1,12,15,18,20,20,5,11,13,16,18,19,86,45,33,19,10,7,95,43,29,14,5,5,76,48,38,24,14,10,14,55,67,81,90,93,5,57,71,86,95,95,24,52,62,76,86,90,19,3,2,11,1,1,8,2,1,45,7,5,52,5,5,38,10,5,43,67,19,23,38,48,29,36,33,38,40,24,57,36,52,19,31,15,16,74,71,76,31,15,16,74,71,76,3,1,2,7,5,10,21,24,19,60,52,67,19,24,14,4.97,6.00,4.05,2.93,2.52,3.33,81,72,61,50,39,33,22,17,0.00,0.00,0.00,0.00,0.00,0.00,33,1,3,3,3,7,9,3,5,10,4,1,0,5,2,12,8,0,9,24,10,38,33,24,43,3
Asociación Deportivo Cali,Deportivo Cali,2014,Colombia,42,21,21,0,15,11,4,10,4,6,17,6,11,1.31,1.76,0.86,2,9,12,9,53,60,-7,113,54,59,29,24,25,35,4,-11,71,65,79,63,76,54,13,8,5,20,9,11,12,5,7,16,12,4,193,124,69,120,59,61,49,53,45,443,253,190,200,109,91,243,144,99,675,384,291,23,13,10,27,10,17,-4,3,-7,13,9,4,15,8,7,14,4,10,1.29,1.67,0.9,2.69,2.57,2.81,1.26,1.38,1.14,1.43,1.19,1.67,1.19,1.1,1.29,0.55,0.62,0.48,0.64,0.48,0.81,39,29,20,14,7,3,20,15,10,5,2,1,19,14,10,9,5,2,3,13,22,28,35,39,1,6,11,16,19,20,2,7,11,12,16,19,93,69,48,33,17,7,95,71,48,24,10,5,90,67,48,43,24,10,7,31,52,67,83,93,5,29,52,76,90,95,10,33,52,57,76,90,32,12,5,16,6,1,16,6,4,76,29,12,76,29,5,76,29,19,36,52,19,14,31,38,24,48,43,52,29,24,33,38,57,19,23,14,9,55,67,43,21,9,12,50,43,57,8,3,5,19,14,24,31,43,19,36,38,33,33,19,48,4.95,5.90,3.83,2.86,2.81,2.90,87,72,64,54,36,26,13,13,0.00,0.00,0.00,0.00,0.00,0.00,50,4,5,7,4,5,8,2,9,9,7,5,3,6,9,10,6,8,6,24,19,29,40,29,52,10
Independiente Santa Fe SA,Santa Fe,2014,Colombia,48,24,24,0,23,12,11,13,7,6,12,5,7,1.71,1.79,1.63,2,3,1,1,65,42,23,107,49,58,33,32,16,26,17,6,67,65,68,102,134,83,19,12,7,21,8,13,15,9,6,22,13,9,242,137,105,145,68,77,50,53,48,490,275,215,241,127,114,249,148,101,715,342,373,26,16,10,22,8,14,4,8,-4,12,8,4,22,12,10,14,4,10,1.21,1.5,0.92,2.23,2.04,2.42,1.35,1.38,1.33,0.88,0.67,1.08,1,1,1,0.54,0.67,0.42,0.46,0.33,0.58,41,29,21,9,6,1,19,12,9,5,4,0,22,17,12,4,2,1,7,19,27,39,42,47,5,12,15,19,20,24,2,7,12,20,22,23,85,60,44,19,13,2,79,50,38,21,17,0,92,71,50,17,8,4,15,40,56,81,87,98,21,50,62,79,83,100,8,29,50,83,92,96,29,11,5,14,6,2,15,5,3,60,23,10,58,25,8,63,21,13,48,50,46,13,40,50,29,44,33,54,31,38,25,46,54,38,29,18,11,60,75,46,32,14,18,67,58,75,6,2,4,13,8,17,25,33,17,46,50,42,29,17,42,5.50,6.23,4.77,3.02,2.83,3.21,95,80,68,61,59,41,32,14,0.00,0.00,0.00,0.00,0.00,0.00,50,5,8,4,4,10,5,10,6,13,3,2,3,8,9,5,2,5,5,27,29,25,25,21,29,9
CD Atlético Huila,Atlético Huila,2014,Colombia,42,21,21,0,15,12,3,12,5,7,15,4,11,1.36,1.95,0.76,1,4,13,8,56,50,6,106,52,54,35,21,17,33,18,-12,68,54,90,76,111,57,14,10,4,21,9,12,11,3,8,21,15,6,137,54,83,119,60,59,47,51,44,284,95,189,147,54,93,137,41,96,511,180,331,31,20,11,20,6,14,11,14,-3,16,13,3,17,5,12,9,3,6,1.55,2.1,1,2.52,2.48,2.57,1.33,1.67,1,1.19,0.81,1.57,1.21,1.24,1.19,0.74,0.95,0.52,0.48,0.29,0.67,38,28,17,11,7,4,20,15,8,5,3,1,18,13,9,6,4,3,4,14,25,31,35,38,1,6,13,16,18,20,3,8,12,15,17,18,90,67,40,26,17,10,95,71,38,24,14,5,86,62,43,29,19,14,10,33,60,74,83,90,5,29,62,76,86,95,14,38,57,71,81,86,30,13,5,18,6,1,12,7,4,71,31,12,86,29,5,57,33,19,36,57,14,29,33,48,19,50,43,57,26,14,38,50,71,29,26,15,11,62,71,52,20,6,14,48,29,67,8,3,5,19,14,24,38,62,14,40,24,57,21,14,29,4.57,5.40,4.15,2.83,2.86,2.81,90,83,77,60,40,37,20,17,0.00,0.00,0.00,0.00,0.00,0.00,60,5,4,4,8,11,5,6,5,8,6,3,5,5,5,5,8,7,6,29,24,33,36,19,52,7
Once Caldas SA,Once Caldas,2014,Colombia,44,22,22,0,17,11,6,15,7,8,12,4,8,1.5,1.82,1.18,4,6,3,3,58,45,13,103,58,45,37,21,21,24,16,-3,68,54,95,88,95,83,17,9,8,21,12,9,13,4,9,21,12,9,196,105,91,130,60,70,52,55,49,471,239,232,206,87,119,265,152,113,608,263,345,26,16,10,17,8,9,9,8,1,13,8,5,23,12,11,8,2,6,1.41,1.64,1.18,2.34,2.64,2.05,1.32,1.68,0.95,1.02,0.95,1.09,0.98,1.09,0.86,0.59,0.73,0.45,0.39,0.36,0.41,37,29,20,10,5,2,19,16,13,6,3,1,18,13,7,4,2,1,7,15,24,34,39,42,3,6,9,16,19,21,4,9,15,18,20,21,84,66,45,23,11,5,86,73,59,27,14,5,82,59,32,18,9,5,16,34,55,77,89,95,14,27,41,73,86,95,18,41,68,82,91,95,22,12,7,11,7,4,11,5,3,50,27,16,50,32,18,50,23,14,39,50,27,17,39,41,36,48,55,41,30,18,41,48,55,41,32,17,15,73,77,68,28,12,16,64,55,73,6,4,2,14,18,9,30,36,23,52,55,50,18,9,27,5.03,5.83,4.33,2.95,2.73,3.18,85,77,74,67,54,33,28,13,0.00,0.00,0.00,0.00,0.00,0.00,57,2,4,3,11,8,9,5,6,10,2,2,5,4,4,6,7,5,10,34,32,36,27,18,36,5
Millonarios FC SA,Millonarios,2014,Colombia,40,20,20,0,16,9,7,11,8,3,13,3,10,1.48,1.75,1.2,15,10,5,7,51,44,7,95,47,48,31,20,16,28,15,-8,70,58,90,82,113,64,15,8,7,18,10,8,11,5,6,21,11,10,203,129,74,103,43,60,58,60,57,386,236,150,188,113,75,198,123,75,472,221,251,23,16,7,16,7,9,7,9,-2,13,9,4,19,8,11,8,3,5,1.45,1.75,1.15,2.38,2.35,2.4,1.28,1.55,1,1.1,0.8,1.4,0.98,1.15,0.8,0.58,0.8,0.35,0.4,0.35,0.45,36,24,17,10,5,2,17,14,9,6,1,0,19,10,8,4,4,2,4,16,23,30,35,38,3,6,11,14,19,20,1,10,12,16,16,18,90,60,43,25,13,5,85,70,45,30,5,0,95,50,40,20,20,10,10,40,57,75,87,95,15,30,55,70,95,100,5,50,60,80,80,90,25,13,1,14,8,1,11,5,0,63,33,3,70,40,5,55,25,0,40,45,35,24,38,40,35,45,50,40,28,25,30,53,55,50,28,15,13,70,75,65,22,8,14,55,40,70,5,3,2,13,15,10,33,45,20,48,40,55,20,15,25,5.49,6.79,4.11,2.58,2.15,3.00,81,68,62,54,46,38,22,11,0.00,0.00,0.00,0.00,0.00,0.00,58,4,6,3,5,6,8,7,9,3,4,4,2,3,6,7,6,5,7,28,40,15,33,15,50,3
Deportivo Independiente Medellín,Independiente Medellín,2014,Colombia,44,22,22,0,17,12,5,12,4,8,15,6,9,1.43,1.82,1.05,1,7,8,6,68,63,5,131,70,61,40,28,30,33,10,-5,58,49,71,63,66,60,8,5,3,32,15,17,5,2,3,25,16,9,231,132,99,140,62,78,52,54,50,569,317,252,257,141,116,312,176,136,768,406,362,25,15,10,32,15,17,-7,0,-7,13,9,4,16,7,9,15,6,9,1.25,1.55,0.95,2.98,3.18,2.77,1.55,1.82,1.27,1.43,1.36,1.5,1.3,1.36,1.23,0.57,0.68,0.45,0.73,0.68,0.77,43,37,26,15,8,2,22,20,14,8,5,1,21,17,12,7,3,1,1,7,18,29,36,42,0,2,8,14,17,21,1,5,10,15,19,21,98,84,59,34,18,5,100,91,64,36,23,5,95,77,55,32,14,5,2,16,41,66,82,95,0,9,36,64,77,95,5,23,45,68,86,95,34,17,5,18,10,2,16,7,3,77,39,11,82,45,9,73,32,14,39,55,23,11,18,23,14,73,68,77,11,9,14,57,73,41,20,11,9,45,50,41,24,10,14,55,45,64,10,5,5,23,23,23,30,41,18,36,32,41,34,27,41,5.25,6.00,4.50,3.18,2.82,3.55,84,77,68,61,50,39,27,23,0.00,0.00,0.00,0.00,0.00,0.00,86,8,2,4,9,8,5,11,9,12,4,5,7,9,11,6,7,7,7,27,18,36,34,27,41,9
Club Deportes Tolima SA,Deportes Tolima,2014,Colombia,42,21,21,0,12,7,5,14,8,6,16,6,10,1.19,1.38,1,4,13,9,11,51,64,-13,115,63,52,32,19,31,33,1,-14,74,59,100,59,61,57,10,5,5,25,16,9,10,1,9,25,15,10,197,130,67,114,48,66,50,55,44,453,311,142,210,143,67,243,168,75,590,313,277,27,18,9,26,15,11,1,3,-2,15,9,6,16,7,9,11,5,6,1.45,1.62,1.29,2.74,3,2.48,1.21,1.52,0.9,1.52,1.48,1.57,1.26,1.57,0.95,0.64,0.86,0.43,0.62,0.71,0.52,39,33,19,12,8,4,20,18,10,6,5,4,19,15,9,6,3,0,3,9,23,30,34,38,1,3,11,15,16,17,2,6,12,15,18,21,93,79,45,29,19,10,95,86,48,29,24,19,90,71,43,29,14,0,7,21,55,71,81,90,5,14,52,71,76,81,10,29,57,71,86,100,32,14,5,17,9,5,15,5,0,76,33,12,81,43,24,71,24,0,29,33,24,15,24,24,24,60,76,43,24,5,43,60,71,48,25,13,12,60,62,57,18,6,12,43,29,57,9,6,3,21,29,14,36,43,29,38,33,43,26,24,29,5.32,6.50,3.94,2.71,2.29,3.14,86,65,59,54,38,30,19,19,0.00,0.00,0.00,0.00,0.00,0.00,79,5,5,3,8,9,4,5,6,6,4,6,3,8,7,10,6,7,13,33,38,29,38,29,48,11
Club Atlético Nacional SA,Atlético Nacional,2014,Colombia,48,24,24,0,24,15,9,9,5,4,15,4,11,1.69,2.08,1.29,3,1,2,2,75,45,30,120,64,56,44,31,20,25,24,6,58,49,70,96,108,87,17,10,7,21,11,10,12,4,8,26,16,10,249,165,84,124,50,74,58,61,54,545,363,182,255,175,80,290,188,102,695,402,293,31,15,16,23,8,15,8,7,1,16,9,7,19,11,8,13,4,9,1.4,1.58,1.21,2.5,2.67,2.33,1.56,1.83,1.29,0.94,0.83,1.04,1.13,0.96,1.29,0.65,0.63,0.67,0.48,0.33,0.63,46,31,21,13,6,2,23,16,11,8,3,2,23,15,10,5,3,0,2,17,27,35,42,46,1,8,13,16,21,22,1,9,14,19,21,24,96,65,44,27,13,4,96,67,46,33,13,8,96,63,42,21,13,0,4,35,56,73,87,96,4,33,54,67,87,92,4,37,58,79,87,100,35,15,3,16,6,1,19,9,2,73,31,6,67,25,4,79,38,8,50,63,38,15,35,42,29,44,46,42,25,17,33,54,67,42,28,16,12,58,67,50,25,12,13,52,50,54,8,4,4,17,17,17,33,38,29,40,46,33,27,17,38,6.07,6.88,4.94,2.58,2.08,3.08,88,83,66,51,44,37,20,10,0.00,0.00,0.00,0.00,0.00,0.00,63,6,6,5,10,8,12,8,11,9,6,4,3,7,5,7,4,5,4,19,21,17,31,17,46,2
AD Pasto,Deportivo Pasto,2014,Colombia,36,18,18,0,7,6,1,17,9,8,12,3,9,1.06,1.5,0.61,16,14,16,16,43,49,-6,92,49,43,30,13,19,30,11,-17,76,54,125,66,85,54,7,6,1,22,12,10,12,4,8,10,8,2,145,91,54,101,48,53,49,54,44,365,236,129,180,121,59,185,115,70,494,250,244,21,14,7,23,7,16,-2,7,-9,7,6,1,19,10,9,10,2,8,1.11,1.56,0.67,2.56,2.72,2.39,1.19,1.67,0.72,1.36,1.06,1.67,1.22,1.17,1.28,0.58,0.78,0.39,0.64,0.39,0.89,31,29,16,9,5,2,14,14,10,6,3,2,17,15,6,3,2,0,5,7,20,27,31,34,4,4,8,12,15,16,1,3,12,15,16,18,86,81,44,25,14,6,78,78,56,33,17,11,94,83,33,17,11,0,14,19,56,75,86,94,22,22,44,67,83,89,6,17,67,83,89,100,24,15,4,11,7,3,13,8,1,67,42,11,61,39,17,72,44,6,19,33,6,31,19,33,6,61,67,56,33,22,44,28,44,11,18,12,6,50,67,33,21,8,13,58,44,72,9,5,4,25,28,22,19,33,6,53,56,50,28,11,44,4.26,5.06,3.38,2.81,2.67,2.94,85,79,74,59,50,28,24,15,0.00,0.00,0.00,0.00,0.00,0.00,67,1,3,10,4,4,3,6,7,5,9,5,5,3,4,4,9,6,4,47,50,44,33,17,50,6
